Name,Description,styleUrl,NameEN,Power,ChargeCoreDescription,Address,Latitude,Longitude,Provider,Coordinates
B-Charge Ban Silalang Coffee,"Name-EN: <br>Power: 30 kW<br>Description: CCS2: 30 kW, Type2: 22 kW<br>Address: <br>Latitude: 16.5707585<br>Longitude: 99.4438904<br>Provider: Galvanic",#icon-1787-DB4436-labelson,,30 kW,"CCS2: 30 kW, Type2: 22 kW",,16.5707585,99.4438904,etc: Galvanic,"
            99.4438904,16.5707585,0
          "
EV Pro Station,Name-EN: <br>Power: 47 kW<br>Description: 2x CCS2: 47 kW<br>Address: <br>Latitude: 13.72623<br>Longitude: 100.455019<br>Provider: Galvanic,#icon-1787-DB4436-labelson,,47 kW,2x CCS2: 47 kW,,13.72623,100.455019,etc: Galvanic,"
            100.455019,13.72623,0
          "
Lomyen by B-Charge,"Name-EN: <br>Power: 30 kW<br>Description: CCS2: 30 kW, Type2: 22 kW<br>Address: <br>Latitude: 17.5933344<br>Longitude: 100.1304981<br>Provider: Galvanic",#icon-1787-DB4436-labelson,,30 kW,"CCS2: 30 kW, Type2: 22 kW",,17.5933344,100.1304981,etc: Galvanic,"
            100.1304981,17.5933344,0
          "
M Station,Name-EN: <br>Power: 120 kW<br>Description: 2x CCS2: 120 kW<br>Address:  10250<br>Latitude: 13.708183<br>Longitude: 100.614503<br>Provider: Galvanic,#icon-1787-DB4436-labelson,,120 kW,2x CCS2: 120 kW, 10250,13.708183,100.614503,etc: Galvanic,"
            100.614503,13.708183,0
          "
Photon EV Charging Station,Name-EN: <br>Power: 120 kW<br>Description: 6x CCS2: 120 kW<br>Address:  40000<br>Latitude: 16.459331<br>Longitude: 102.770029<br>Provider: Galvanic,#icon-1787-DB4436-labelson,,120 kW,6x CCS2: 120 kW, 40000,16.459331,102.770029,etc: Galvanic,"
            102.770029,16.459331,0
          "
PT-S.Yingcharoengas by B-Charge,"Name-EN: <br>Power: 15 kW<br>Description: CCS2: 15 kW, Type2: 7 kW<br>Address: <br>Latitude: 13.7751807<br>Longitude: 100.2186098<br>Provider: Galvanic",#icon-1787-DB4436-labelson,,15 kW,"CCS2: 15 kW, Type2: 7 kW",,13.7751807,100.2186098,etc: Galvanic,"
            100.2186098,13.7751807,0
          "
SIAM TECHNOLOGY COLLEGE DC,Name-EN: <br>Power: 120 kW<br>Description: 2x CCS2: 120 kW<br>Address:  10600<br>Latitude: 13.737744<br>Longitude: 100.471272<br>Provider: Galvanic,#icon-1787-DB4436-labelson,,120 kW,2x CCS2: 120 kW, 10600,13.737744,100.471272,etc: Galvanic,"
            100.471272,13.737744,0
          "
Station-charge.com,Name-EN: <br>Power: 30 kW<br>Description: CCS2: 30 kW<br>Address: <br>Latitude: 13.8342528<br>Longitude: 100.6362284<br>Provider: Galvanic,#icon-1787-DB4436-labelson,,30 kW,CCS2: 30 kW,,13.8342528,100.6362284,etc: Galvanic,"
            100.6362284,13.8342528,0
          "
WattBuddy@Amphawa Caza Platuu by B-Charge,"Name-EN: <br>Power: 30 kW<br>Description: CCS2: 30 kW, Type2: 22 kW<br>Address: <br>Latitude: 13.4260013<br>Longitude: 99.9998802<br>Provider: Galvanic",#icon-1787-DB4436-labelson,,30 kW,"CCS2: 30 kW, Type2: 22 kW",,13.4260013,99.9998802,etc: Galvanic,"
            99.9998802,13.4260013,0
          "
ซีทีเอ็มเอส เทคโนโลยี,"Name-EN: <br>Power: 142 kW<br>Description: 2x CCS2: 40 kW, 4x CCS2: 60 kW, 4x Type2: 22 kW, Type2: 7 kW<br>Address: 19/8 หมู่่ที่ 12 ซอย ลำลูกกา 12 ตำบล คูคต อำเภอ ลำลูกกา จังหวัด ปทุมธานี 12130<br>Latitude: 13.94610338<br>Longitude: 100.6408109<br>Provider: Galvanic",#icon-1787-DB4436-labelson,,142 kW,"2x CCS2: 40 kW, 4x CCS2: 60 kW, 4x Type2: 22 kW, Type2: 7 kW",19/8 หมู่่ที่ 12 ซอย ลำลูกกา 12 ตำบล คูคต อำเภอ ลำลูกกา จังหวัด ปทุมธานี 12130,13.94610338,100.6408109,etc: Galvanic,"
            100.6408109,13.94610338,0
          "
บี-ชาร์จ,"Name-EN: <br>Power: 60 kW<br>Description: CCS2: 60 kW, Type2: 22 kW<br>Address: <br>Latitude: 13.694951<br>Longitude: 100.677935<br>Provider: Galvanic",#icon-1787-DB4436-labelson,,60 kW,"CCS2: 60 kW, Type2: 22 kW",,13.694951,100.677935,etc: Galvanic,"
            100.677935,13.694951,0
          "
วิทยาลัยเทคนิคพนมสารคาม,"Name-EN: <br>Power: 50 kW<br>Description: CCS2: 50 kW, CHAdeMO: 50 kW, Type2: 22 kW<br>Address: 401 หมู่่ที่ 3 ตำบล เกาะขนุน อำเภอ พนมสารคาม จังหวัด ฉะเชิงเทรา 24120<br>Latitude: 13.713209<br>Longitude: 101.383258<br>Provider: Galvanic",#icon-1787-DB4436-labelson,,50 kW,"CCS2: 50 kW, CHAdeMO: 50 kW, Type2: 22 kW",401 หมู่่ที่ 3 ตำบล เกาะขนุน อำเภอ พนมสารคาม จังหวัด ฉะเชิงเทรา 24120,13.713209,101.383258,etc: Galvanic,"
            101.383258,13.713209,0
          "
สถานีศิริประภา,Name-EN: <br>Power: 30 kW<br>Description: CCS2: 30 kW<br>Address: <br>Latitude: 13.955996<br>Longitude: 100.454211<br>Provider: Galvanic,#icon-1787-DB4436-labelson,,30 kW,CCS2: 30 kW,,13.955996,100.454211,etc: Galvanic,"
            100.454211,13.955996,0
          "
ไอซีเอส,"Name-EN: <br>Power: 47 kW<br>Description: 2x CCS2: 47 kW, 2x Type2: 22 kW<br>Address:  10600<br>Latitude: 13.7266004162<br>Longitude: 100.5086578391<br>Provider: Galvanic",#icon-1787-DB4436-labelson,,47 kW,"2x CCS2: 47 kW, 2x Type2: 22 kW", 10600,13.7266004162,100.5086578391,etc: Galvanic,"
            100.5086578391,13.7266004162,0
          "
EV Coffeehouse,"Name-EN: <br>Power: 30 kW<br>Description: 1x CCS2<br>Address: 39, 3, Khao Mai Kaeo, Bang Lamung District, Chon Buri 20150<br>Latitude: 12.9175691<br>Longitude: 101.0203671<br>Provider: OneCharge",#icon-1899-DB4436-labelson,,30 kW,1x CCS2,"39, 3, Khao Mai Kaeo, Bang Lamung District, Chon Buri 20150",12.9175691,101.0203671,etc: OneCharge,"
            101.0203671,12.9175691,0
          "
