Name,Description,styleUrl,Power,Dealership,ChargeCoreDescription,Address,Latitude,Longitude,Provider,Coordinates
MG ที ออโต้,Power: <br>Dealership: Dealership<br>Description: <br>Address: 93 หมู่ที่ 4 ตำบลบางมัญ อำเภอเมืองสิงห์บุรี จังหวัดสิงห์บุรี 16000<br>Latitude: 14.924654<br>Longitude: 100.397961<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,93 หมู่ที่ 4 ตำบลบางมัญ อำเภอเมืองสิงห์บุรี จังหวัดสิงห์บุรี 16000,14.924654,100.397961,MG,"
            100.397961,14.924654,0
          "
MG ลักซูรี่หาดใหญ่ (สำนักงานใหญ่),Power: <br>Dealership: Dealership<br>Description: <br>Address: 88 หมู่ที่ 7 ตำบลท่าช้าง อำเภอบางกล่ำ จังหวัดสงขลา 90110<br>Latitude: 7.023743<br>Longitude: 100.439731<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,88 หมู่ที่ 7 ตำบลท่าช้าง อำเภอบางกล่ำ จังหวัดสงขลา 90110,7.023743,100.439731,MG,"
            100.439731,7.023743,0
          "
MG ลักซูรี่ หาดใหญ่ (สาขาเมืองสงขลา),Power: <br>Dealership: Dealership<br>Description: <br>Address: 88/88 ถนนกาญจนวณิช หมู่1 ตำบลพะวง อำเภอเมืองสงขลา จังหวัดสงขลา 90100<br>Latitude: 7.140857<br>Longitude: 100.588405<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,88/88 ถนนกาญจนวณิช หมู่1 ตำบลพะวง อำเภอเมืองสงขลา จังหวัดสงขลา 90100,7.140857,100.588405,MG,"
            100.588405,7.140857,0
          "
MG สุโขทัย,Power: <br>Dealership: Dealership<br>Description: <br>Address: 88 หมู่ 4 ตำบลบ้านหลุม อำเภอเมือง จังหวัดสุโขทัย 64000<br>Latitude: 17.0168740723499<br>Longitude: 99.8532269120182<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,88 หมู่ 4 ตำบลบ้านหลุม อำเภอเมือง จังหวัดสุโขทัย 64000,17.0168740723499,99.8532269120182,MG,"
            99.8532269120182,17.0168740723499,0
          "
MG ลักซูรี่ หาดใหญ่ (สาขาสุราษฎร์ธานี),Power: <br>Dealership: Dealership<br>Description: <br>Address: 168 หมู่ที่ 1 ตำบลวัดประดู่ อำเภอเมืองสุราษฎร์ธานี จังหวัดสุราษฎร์ธานี 84000<br>Latitude: 9.123634<br>Longitude: 99.282694<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,168 หมู่ที่ 1 ตำบลวัดประดู่ อำเภอเมืองสุราษฎร์ธานี จังหวัดสุราษฎร์ธานี 84000,9.123634,99.282694,MG,"
            99.282694,9.123634,0
          "
MG มิตรแท้ มอเตอร์,Power: <br>Dealership: Dealership<br>Description: <br>Address: 8/11 หมู่1 ถนนเลี่ยงเมือง ตำบลบางกุ้ง อำเภอเมืองสุราษฎร์ธานี จังหวัดสุราษฎร์ธานี 84000<br>Latitude: 9.145768<br>Longitude: 99.366376<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,8/11 หมู่1 ถนนเลี่ยงเมือง ตำบลบางกุ้ง อำเภอเมืองสุราษฎร์ธานี จังหวัดสุราษฎร์ธานี 84000,9.145768,99.366376,MG,"
            99.366376,9.145768,0
          "
MG ดุสิต มอเตอร์ (สาขาตรัง),Power: <br>Dealership: Dealership<br>Description: <br>Address: 62/11 หมู่4 ถนนตรัง-ปะเหลียน ตำบลบ้านควน อำเภอเมือง จังหวัดตรัง 92000<br>Latitude: 7.535016<br>Longitude: 99.620886<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,62/11 หมู่4 ถนนตรัง-ปะเหลียน ตำบลบ้านควน อำเภอเมือง จังหวัดตรัง 92000,7.535016,99.620886,MG,"
            99.620886,7.535016,0
          "
MG แพร่ยนตรการ เซลส์ แอนด์ เซอร์วิส (สาขาอุตรดิตถ์),Power: <br>Dealership: Dealership<br>Description: <br>Address: 168/1 หมู่ที่1 ตำบลหาดกรวด อำเภอเมืองอุตรดิตถ์ จังหวัดอุตรดิตถ์ 53000<br>Latitude: 17.5727648<br>Longitude: 100.1500462<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,168/1 หมู่ที่1 ตำบลหาดกรวด อำเภอเมืองอุตรดิตถ์ จังหวัดอุตรดิตถ์ 53000,17.5727648,100.1500462,MG,"
            100.1500462,17.5727648,0
          "
MG เอ.เอส.กรุ๊ป (สุรินทร์),Power: <br>Dealership: Dealership<br>Description: <br>Address: 286 หมู่ที่ 9 ถนนสายกระสัง ตำบลคอโค อำเภอเมือง จังหวัดสุรินทร์ 32000<br>Latitude: 14.890784<br>Longitude: 103.422627<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,286 หมู่ที่ 9 ถนนสายกระสัง ตำบลคอโค อำเภอเมือง จังหวัดสุรินทร์ 32000,14.890784,103.422627,MG,"
            103.422627,14.890784,0
          "
MG ศรีเมืองยนต์ศรีสะเกษ,Power: <br>Dealership: Dealership<br>Description: <br>Address: 130 หมู่ที่ 6 ตำบลโพธิ์ อำเภอเมือง จังหวัดศรีสะเกษ 33000<br>Latitude: 15.1061387<br>Longitude: 104.3790188<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,130 หมู่ที่ 6 ตำบลโพธิ์ อำเภอเมือง จังหวัดศรีสะเกษ 33000,15.1061387,104.3790188,MG,"
            104.3790188,15.1061387,0
          "
เอเลแกนซ์ วีฮีเคิล,Power: <br>Dealership: Non-dealership<br>Description: <br>Address: 99/9 หมู่ที่ 3 ถนนกรุงเทพฯ-ปทุมธานี ตำบลบ้านฉาง อำเภอเมืองปทุมธานี จังหวัดปทุมธานี 12000<br>Latitude: 14.007025<br>Longitude: 100.521757<br>Provider: MG,#icon-1899-DB4436-labelson,,Non-dealership,,99/9 หมู่ที่ 3 ถนนกรุงเทพฯ-ปทุมธานี ตำบลบ้านฉาง อำเภอเมืองปทุมธานี จังหวัดปทุมธานี 12000,14.007025,100.521757,MG,"
            100.521757,14.007025,0
          "
MG อารีมิตร  (สาขาขอนแก่น),Power: <br>Dealership: Dealership<br>Description: <br>Address: 199 หมู่ 16 ถนนมะลิวัลย์ ตำบลบ้านเป็ด อำเภอเมือง จังหวัดขอนแก่น 40000<br>Latitude: 16.4440922<br>Longitude: 102.8009193<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,199 หมู่ 16 ถนนมะลิวัลย์ ตำบลบ้านเป็ด อำเภอเมือง จังหวัดขอนแก่น 40000,16.4440922,102.8009193,MG,"
            102.8009193,16.4440922,0
          "
MG เบส ออโต้ เซลส์ (สาขาหางดง),Power: <br>Dealership: Dealership<br>Description: <br>Address: 107 หมู่ที่ 7 ตำบลป่าแดด อำเภอเมือง จังหวัดเชียงใหม่ 50100<br>Latitude: 18.744207656549<br>Longitude: 98.9769236329004<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,107 หมู่ที่ 7 ตำบลป่าแดด อำเภอเมือง จังหวัดเชียงใหม่ 50100,18.744207656549,98.9769236329004,MG,"
            98.9769236329004,18.744207656549,0
          "
MG ชัยภูมิ,Power: <br>Dealership: Dealership<br>Description: <br>Address: 199 หมู่ที่7 ตำบลหนองนาแซง อำเภอเมือง จังหวัดชัยภูมิ 36000<br>Latitude: 15.754203<br>Longitude: 102.023158<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,199 หมู่ที่7 ตำบลหนองนาแซง อำเภอเมือง จังหวัดชัยภูมิ 36000,15.754203,102.023158,MG,"
            102.023158,15.754203,0
          "
MG บูรพา,Power: <br>Dealership: Dealership<br>Description: <br>Address: 88 หมู่ 6 ตำบลโสธร อำเภอเมือง จังหวัดฉะเชิงเทรา 24000<br>Latitude: 13.693802561742<br>Longitude: 101.050996233573<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,88 หมู่ 6 ตำบลโสธร อำเภอเมือง จังหวัดฉะเชิงเทรา 24000,13.693802561742,101.050996233573,MG,"
            101.050996233573,13.693802561742,0
          "
MG ระยอง,Power: <br>Dealership: Dealership<br>Description: <br>Address: 558/1 ถนนสุขุวิท ตำบลเนินพระ อำเภอเมือง จังหวัดระยอง 21000<br>Latitude: 12.683599<br>Longitude: 101.246678<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,558/1 ถนนสุขุวิท ตำบลเนินพระ อำเภอเมือง จังหวัดระยอง 21000,12.683599,101.246678,MG,"
            101.246678,12.683599,0
          "
MG พระนคร (ถนนกาญจนาภิเษก),Power: <br>Dealership: Dealership<br>Description: <br>Address: 612 ถนนกาญจนาภิเษก แขวงบางไผ่ เขตบางแค กรุงเทพฯ 10160<br>Latitude: 13.7366826<br>Longitude: 100.4063373<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,612 ถนนกาญจนาภิเษก แขวงบางไผ่ เขตบางแค กรุงเทพฯ 10160,13.7366826,100.4063373,MG,"
            100.4063373,13.7366826,0
          "
MG นครหลวง (สำนักงานใหญ่),Power: <br>Dealership: Dealership<br>Description: <br>Address: 129/39 หมู่ที่ 4 ถนนบางนา-ตราด ตำบลบางโฉลง อำเภอบางพลี จังหวัดสมุทรปราการ 10540<br>Latitude: 13.629698<br>Longitude: 100.719819<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,129/39 หมู่ที่ 4 ถนนบางนา-ตราด ตำบลบางโฉลง อำเภอบางพลี จังหวัดสมุทรปราการ 10540,13.629698,100.719819,MG,"
            100.719819,13.629698,0
          "
MG เอ.เอ็น.เอ็น.ออโต้เซลส์ (2016),Power: <br>Dealership: Dealership<br>Description: <br>Address: 1173 ถนนสิโรรส ตำบลสะเตง อำเภอเมืองยะลา จังหวัดยะลา 95000<br>Latitude: 6.57653854<br>Longitude: 101.29883875<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,1173 ถนนสิโรรส ตำบลสะเตง อำเภอเมืองยะลา จังหวัดยะลา 95000,6.57653854,101.29883875,MG,"
            101.29883875,6.57653854,0
          "
พี.ที. เจริญธุรกิจ (ปัตตานี),Power: <br>Dealership: Non-dealership<br>Description: <br>Address: 80 หมู่ที่ 1 ตำบลปะกาฮะรัง อำเภอเมือง จังหวัดปัตตานี 94000<br>Latitude: 6.851898<br>Longitude: 101.249645<br>Provider: MG,#icon-1899-DB4436-labelson,,Non-dealership,,80 หมู่ที่ 1 ตำบลปะกาฮะรัง อำเภอเมือง จังหวัดปัตตานี 94000,6.851898,101.249645,MG,"
            101.249645,6.851898,0
          "
MG เอ.เอ็น.เอ็น.ออโต้เซลส์ (2016) (สาขานราธิวาส),Power: <br>Dealership: Dealership<br>Description: <br>Address: 280-280/4 ถนนสุริยะประดิษฐ์ ตำบลบางนาค อำเภอเมือง จังหวัดนราธิวาส 96000<br>Latitude: 6.4158773595764<br>Longitude: 101.810631540148<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,280-280/4 ถนนสุริยะประดิษฐ์ ตำบลบางนาค อำเภอเมือง จังหวัดนราธิวาส 96000,6.4158773595764,101.810631540148,MG,"
            101.810631540148,6.4158773595764,0
          "
MG เพนต้า พี ออโตเซลส์,Power: <br>Dealership: Dealership<br>Description: <br>Address: 129/1 ถนนเทวาภิบาล ตำบลในเมือง อำเภอเมืองร้อยเอ็ด จังหวัดร้อยเอ็ด 45000<br>Latitude: 16.054557<br>Longitude: 103.642660<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,129/1 ถนนเทวาภิบาล ตำบลในเมือง อำเภอเมืองร้อยเอ็ด จังหวัดร้อยเอ็ด 45000,16.054557,103.642660,MG,"
            103.64266,16.054557,0
          "
MG ช.เอราวัณ ออโตโมบิล นครปฐม,Power: <br>Dealership: Dealership<br>Description: <br>Address: 199 หมู่ 1 ถนนเพชรเกษม ตำบลธรรมศาลา อำเภอเมืองนครปฐม จังหวัดนครปฐม 73000<br>Latitude: 13.811987<br>Longitude: 100.119322<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,199 หมู่ 1 ถนนเพชรเกษม ตำบลธรรมศาลา อำเภอเมืองนครปฐม จังหวัดนครปฐม 73000,13.811987,100.119322,MG,"
            100.119322,13.811987,0
          "
MG ภูเก็ตปิยะ,Power: <br>Dealership: Dealership<br>Description: <br>Address: 5/2 หมู่3 ถนนเทพกษัตรี ตำบลรัชดา อำเภอเมืองภูเก็ต จังหวัดภูเก็ต 83000<br>Latitude: 7.90744<br>Longitude: 98.39081<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,5/2 หมู่3 ถนนเทพกษัตรี ตำบลรัชดา อำเภอเมืองภูเก็ต จังหวัดภูเก็ต 83000,7.90744,98.39081,MG,"
            98.39081,7.90744,0
          "
โรงแรมประจวบสามอ่าว,Power: <br>Dealership: Non-dealership<br>Description: <br>Address: <br>Latitude: 11.794793<br>Longitude: 99.774254<br>Provider: MG,#icon-1899-DB4436-labelson,,Non-dealership,,,11.794793,99.774254,MG,"
            99.774254,11.794793,0
          "
MG เบส ออโต้ เซลส์ (สาขาเชียงใหม่),Power: <br>Dealership: Dealership<br>Description: <br>Address: 4/9 ถนนมหิดล ตำบลป่าแดด อำเภอเมือง จังหวัดเชียงใหม่ 50100<br>Latitude: 18.767945<br>Longitude: 98.980497<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,4/9 ถนนมหิดล ตำบลป่าแดด อำเภอเมือง จังหวัดเชียงใหม่ 50100,18.767945,98.980497,MG,"
            98.980497,18.767945,0
          "
MG ศรีเมืองยนต์อุบล,Power: <br>Dealership: Dealership<br>Description: <br>Address: 92 หมู่ที่ 19 ตำบลขามใหญ่ อำเภอเมือง จังหวัดอุบลราชธานี 34000<br>Latitude: 15.303500<br>Longitude: 104.837722<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,92 หมู่ที่ 19 ตำบลขามใหญ่ อำเภอเมือง จังหวัดอุบลราชธานี 34000,15.303500,104.837722,MG,"
            104.837722,15.3035,0
          "
MG แอล.เค.เอส. ลำนารายณ์,Power: <br>Dealership: Dealership<br>Description: <br>Address: 59/2 หมู่ที่ 1 ตำบลชัยนารายณ์ อำเภอชัยบาดาล จังหวัดลพบุรี 15130<br>Latitude: 15.21224<br>Longitude: 101.12126<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,59/2 หมู่ที่ 1 ตำบลชัยนารายณ์ อำเภอชัยบาดาล จังหวัดลพบุรี 15130,15.21224,101.12126,MG,"
            101.12126,15.21224,0
          "
MG ออโต้ แกลเลอรี่ ไดนามิค (สาขาหัวหิน),Power: <br>Dealership: Dealership<br>Description: <br>Address: 2/259 ซอยหมู่บ้านหนองแก ถนนเพชรเกษม ตำบลหนองแก อำเภอหัวหิน จังหวัดประจวบคีรีขันธ์ 77110<br>Latitude: 12.55232<br>Longitude: 99.961906<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,2/259 ซอยหมู่บ้านหนองแก ถนนเพชรเกษม ตำบลหนองแก อำเภอหัวหิน จังหวัดประจวบคีรีขันธ์ 77110,12.55232,99.961906,MG,"
            99.961906,12.55232,0
          "
MG ชลบุรี ออโต้เซลส์,Power: <br>Dealership: Dealership<br>Description: <br>Address: 6/10 หมู่ 6 ตำบลบ่อวิน อำเภอศรีราชา จังหวัดชลบุรี 20230<br>Latitude: 13.055799<br>Longitude: 101.09723<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,6/10 หมู่ 6 ตำบลบ่อวิน อำเภอศรีราชา จังหวัดชลบุรี 20230,13.055799,101.09723,MG,"
            101.09723,13.055799,0
          "
MG กรุงเทพ,Power: <br>Dealership: Dealership<br>Description: <br>Address: 89 หมู่ 8 ถนนสุวินทวงศ์ แขวงโคกแฝด เขตหนองจอก กรุงเทพมหานคร 10530<br>Latitude: 13.809840<br>Longitude: 100.805236<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,89 หมู่ 8 ถนนสุวินทวงศ์ แขวงโคกแฝด เขตหนองจอก กรุงเทพมหานคร 10530,13.809840,100.805236,MG,"
            100.805236,13.80984,0
          "
MG อุดรธานี (สาขาบายพาส),Power: <br>Dealership: Dealership<br>Description: <br>Address: 99 หมู่ 5 ซอยบ้านดงอุดม ตำบลหมากแข้ง อำเภอเมืองอุดรธานี จังหวัดอุดรธานี 41000<br>Latitude: 17.410495<br>Longitude: 102.817484<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,99 หมู่ 5 ซอยบ้านดงอุดม ตำบลหมากแข้ง อำเภอเมืองอุดรธานี จังหวัดอุดรธานี 41000,17.410495,102.817484,MG,"
            102.817484,17.410495,0
          "
MG พิจิตรเพชร หนองคาย,Power: <br>Dealership: Dealership<br>Description: <br>Address: 199 หมู่ 2 ถนนมิตรภาพ ตำบลโพธิ์ชัย  อำเภอเมือง จังหวัดหนองคาย 43000<br>Latitude: 17.836756<br>Longitude: 102.754242<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,199 หมู่ 2 ถนนมิตรภาพ ตำบลโพธิ์ชัย  อำเภอเมือง จังหวัดหนองคาย 43000,17.836756,102.754242,MG,"
            102.754242,17.836756,0
          "
โรงแรมดิอิมเพลส น่าน,Power: <br>Dealership: Non-dealership<br>Description: <br>Address: 99 หมู่ 4 ถนนยันตรกิจโกศล ตำบลดู่ใต้ อำเภอเมืองน่าน จังหวัดน่าน 55000<br>Latitude: 18.75920978<br>Longitude: 100.7612459<br>Provider: MG,#icon-1899-DB4436-labelson,,Non-dealership,,99 หมู่ 4 ถนนยันตรกิจโกศล ตำบลดู่ใต้ อำเภอเมืองน่าน จังหวัดน่าน 55000,18.75920978,100.7612459,MG,"
            100.7612459,18.75920978,0
          "
MG เคพี ออโต้ คลองหลวง,Power: <br>Dealership: Dealership<br>Description: <br>Address: 96/63 หมู่ที่ 7 ตำบลคลองสอง อำเภอคลองหลวง จังหวัดปทุมธานี 12120<br>Latitude: 14.065101<br>Longitude: 100.633998<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,96/63 หมู่ที่ 7 ตำบลคลองสอง อำเภอคลองหลวง จังหวัดปทุมธานี 12120,14.065101,100.633998,MG,"
            100.633998,14.065101,0
          "
MG พารากอน เซลล์,Power: <br>Dealership: Dealership<br>Description: <br>Address: 5/48 ถนนสายไหม แขวงสายไหม เขตสายไหม กรุงเทพฯ 10220<br>Latitude: 13.921228<br>Longitude: 100.657312<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,5/48 ถนนสายไหม แขวงสายไหม เขตสายไหม กรุงเทพฯ 10220,13.921228,100.657312,MG,"
            100.657312,13.921228,0
          "
MG ล้านนา (สาขาพะเยา),Power: <br>Dealership: Dealership<br>Description: <br>Address: 413/2 ถนนพหลโยธิน ตำบลแม่ต๋ำ อำเภอเมือง จังหวัดพะเยา 56000<br>Latitude: 19.1532058592303<br>Longitude: 99.9132485018341<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,413/2 ถนนพหลโยธิน ตำบลแม่ต๋ำ อำเภอเมือง จังหวัดพะเยา 56000,19.1532058592303,99.9132485018341,MG,"
            99.9132485018341,19.1532058592303,0
          "
MG ล้านนา (สาขาเชียงราย),Power: <br>Dealership: Dealership<br>Description: <br>Address: 111/21-22 หมู่ที่13 ถนนพหลโยธิน ตำบลสันทราย อำเภอเมือง จังหวัดเชียงราย 57000<br>Latitude: 19.8788165<br>Longitude: 99.8331808<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,111/21-22 หมู่ที่13 ถนนพหลโยธิน ตำบลสันทราย อำเภอเมือง จังหวัดเชียงราย 57000,19.8788165,99.8331808,MG,"
            99.8331808,19.8788165,0
          "
MG วิชช์ มอเตอร์ส,Power: <br>Dealership: Dealership<br>Description: <br>Address: 333/33 ถนนประดิษฐ์มนูธรรม แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพฯ 10310<br>Latitude: 13.784151<br>Longitude: 100.607481<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,333/33 ถนนประดิษฐ์มนูธรรม แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพฯ 10310,13.784151,100.607481,MG,"
            100.607481,13.784151,0
          "
MG ช.เอราวัณ ออโตโมบิล ราชบุรี,Power: <br>Dealership: Dealership<br>Description: <br>Address: 19/1 หมู่ 5 ถนนเพชรเกษม ตำบลสามเรือน อำเภอเมืองราชบุรี จังหวัดราชบุรี  70000<br>Latitude: 13.613062<br>Longitude: 99.839137<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,19/1 หมู่ 5 ถนนเพชรเกษม ตำบลสามเรือน อำเภอเมืองราชบุรี จังหวัดราชบุรี  70000,13.613062,99.839137,MG,"
            99.839137,13.613062,0
          "
ศูนย์เทคโนโลยีไมโครอิเล็กทรอนิกส์ (TMEC),Power: <br>Dealership: Non-dealership<br>Description: <br>Address: 51/4 หมู่ 1 ตำบลวังตะเคียน อำเภอเมือง จังหวัดฉะเชิงเทรา 24000<br>Latitude: 13.740348<br>Longitude: 101.015562<br>Provider: MG,#icon-1899-DB4436-labelson,,Non-dealership,,51/4 หมู่ 1 ตำบลวังตะเคียน อำเภอเมือง จังหวัดฉะเชิงเทรา 24000,13.740348,101.015562,MG,"
            101.015562,13.740348,0
          "
สำนักงานพัฒนาวิทยาศาสตร์และเทคโนโลยีแห่งชาติ (สวทช.),Power: <br>Dealership: Non-dealership<br>Description: <br>Address: 111 อุทยานวิทยาศาสตร์ประเทศไทย ถนนพหลโยธิน ตำบลคลองหนึ่ง อำเภอคลองหลวง จังหวัดปทุมธานี 12120<br>Latitude: 14.078291<br>Longitude: 100.604027<br>Provider: MG,#icon-1899-DB4436-labelson,,Non-dealership,,111 อุทยานวิทยาศาสตร์ประเทศไทย ถนนพหลโยธิน ตำบลคลองหนึ่ง อำเภอคลองหลวง จังหวัดปทุมธานี 12120,14.078291,100.604027,MG,"
            100.604027,14.078291,0
          "
สำนักงานพัฒนาวิทยาศาสตร์และเทคโนโลยีแห่งชาติ (สวทช.) – โยธี,Power: 24 kW<br>Dealership: Non-dealership<br>Description: <br>Address: 73/1 ถนนพระรามที่ 6 แขวงทุ่งพญาไท เขตราชเทวี กรุงเทพฯ 10400<br>Latitude: 13.763949<br>Longitude: 100.526989<br>Provider: MG,#icon-1899-DB4436-labelson,24 kW,Non-dealership,,73/1 ถนนพระรามที่ 6 แขวงทุ่งพญาไท เขตราชเทวี กรุงเทพฯ 10400,13.763949,100.526989,MG,"
            100.526989,13.763949,0
          "
MG พิจิตรเพชรออโต้,Power: <br>Dealership: Dealership<br>Description: <br>Address: 370 หมู่ที่ 1 ถนนบึงกาฬ-พังโคน ตำบลบึงกาฬ อำเภอเมืองบึงกาฬ จังหวัดบึงกาฬ 38000<br>Latitude: 18.376354<br>Longitude: 103.631772<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,370 หมู่ที่ 1 ถนนบึงกาฬ-พังโคน ตำบลบึงกาฬ อำเภอเมืองบึงกาฬ จังหวัดบึงกาฬ 38000,18.376354,103.631772,MG,"
            103.631772,18.376354,0
          "
ไลม์ไลท์อเวนิว,Power: 50 kW<br>Dealership: Non-dealership<br>Description: <br>Address: 2/23 ถนนดีบุก ตำบลตลาดใหญ่ อำเภอเมืองภูเก็ต จังหวัดภูเก็ต 83000<br>Latitude: 7.88623<br>Longitude: 98.39179<br>Provider: MG,#icon-1899-DB4436-labelson,50 kW,Non-dealership,,2/23 ถนนดีบุก ตำบลตลาดใหญ่ อำเภอเมืองภูเก็ต จังหวัดภูเก็ต 83000,7.88623,98.39179,MG,"
            98.39179,7.88623,0
          "
ดับเบิลทรี บาย ฮิลตัน ภูเก็ต บ้านไทยรีสอร์ต,Power: <br>Dealership: Non-dealership<br>Description: <br>Address: 94 ถนนทวีวงศ์ ตำบลป่าตอง อำเภอกะทู้ จังหวัดภูเก็ต 83150<br>Latitude: 7.890781<br>Longitude: 98.294715<br>Provider: MG,#icon-1899-DB4436-labelson,,Non-dealership,,94 ถนนทวีวงศ์ ตำบลป่าตอง อำเภอกะทู้ จังหวัดภูเก็ต 83150,7.890781,98.294715,MG,"
            98.294715,7.890781,0
          "
MG บางปูแลนด์ แอนด์ ออโต้โมบิล,Power: <br>Dealership: Dealership<br>Description: <br>Address: 99/9 หมู่ที่ 2 ตำบลท้ายบ้าน อำเภอเมืองสมุทรปราการ จังหวัดสมุทรปราการ 10280<br>Latitude: 13.5626805553399<br>Longitude: 100.609919450263<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,99/9 หมู่ที่ 2 ตำบลท้ายบ้าน อำเภอเมืองสมุทรปราการ จังหวัดสมุทรปราการ 10280,13.5626805553399,100.609919450263,MG,"
            100.609919450263,13.5626805553399,0
          "
MG รุ่งเจริญ (สาขามหาชัย),Power: <br>Dealership: Dealership<br>Description: <br>Address: 12/2 หมู่ที่ 4 ตำบลนาดี อำเภอเมืองสมุทรสาคร จังหวัดสมุทรสาคร 74000<br>Latitude: 13.5708951484896<br>Longitude: 100.289012383461<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,12/2 หมู่ที่ 4 ตำบลนาดี อำเภอเมืองสมุทรสาคร จังหวัดสมุทรสาคร 74000,13.5708951484896,100.289012383461,MG,"
            100.289012383461,13.5708951484896,0
          "
MG รุ่งเจริญ (สาขาสุขสวัสดิ์),Power: <br>Dealership: Dealership<br>Description: <br>Address: 123 หมู่ที่ 2 ถนนสุขสวัสดิ์ ตำบลในคลองบางปลากด  อำเภอพระสมุทรเจดีย์ จังหวัดสมุทรปราการ 10290<br>Latitude: 13.593428<br>Longitude: 100.572095<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,123 หมู่ที่ 2 ถนนสุขสวัสดิ์ ตำบลในคลองบางปลากด  อำเภอพระสมุทรเจดีย์ จังหวัดสมุทรปราการ 10290,13.593428,100.572095,MG,"
            100.572095,13.593428,0
          "
MG สกาย ออโต้โมทีฟ (สาขาสิรินธร),Power: <br>Dealership: Dealership<br>Description: <br>Address: 346 ถนนสิรินธร แขวงบางพลัด เขตบางพลัด กรุงเทพมหานคร 10700<br>Latitude: 13.790375<br>Longitude: 100.476237<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,346 ถนนสิรินธร แขวงบางพลัด เขตบางพลัด กรุงเทพมหานคร 10700,13.790375,100.476237,MG,"
            100.476237,13.790375,0
          "
MG เคเอเอส มอเตอร์ส,Power: <br>Dealership: Dealership<br>Description: <br>Address: 804 ถนนจรัญสนิทวงศ์ แขวงบางอ้อ เขตบางพลัด กรุงเทพมหานคร 10700<br>Latitude: 13.8063947907318<br>Longitude: 100.512433057991<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,804 ถนนจรัญสนิทวงศ์ แขวงบางอ้อ เขตบางพลัด กรุงเทพมหานคร 10700,13.8063947907318,100.512433057991,MG,"
            100.512433057991,13.8063947907318,0
          "
โรมแรมอะตอมภูเก็ต,Power: 24 kW<br>Dealership: Non-dealership<br>Description: <br>Address: 127 ม.1 ต.สาคู อ.ถลาง จ.ภูเก็ต 83110<br>Latitude: 8.095443<br>Longitude: 98.306877<br>Provider: MG,#icon-1899-DB4436-labelson,24 kW,Non-dealership,,127 ม.1 ต.สาคู อ.ถลาง จ.ภูเก็ต 83110,8.095443,98.306877,MG,"
            98.306877,8.095443,0
          "
