Name,Description,styleUrl,Power,Dealership,ChargeCoreDescription,Address,Latitude,Longitude,Provider,Coordinates
MG ทริปเปิล ที มอเตอร์ (เชียงใหม่),Power: <br>Dealership: Dealership<br>Description: <br>Address: 104 หมู่ที่ 1 ถนนไฮเวย์-ลำปาง ตำบลไชยสถาน อำเภอสารภี จังหวัดเชียงใหม่ 50140<br>Latitude: 18.727518<br>Longitude: 99.040228<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,104 หมู่ที่ 1 ถนนไฮเวย์-ลำปาง ตำบลไชยสถาน อำเภอสารภี จังหวัดเชียงใหม่ 50140,18.727518,99.040228,MG,"
            99.040228,18.727518,0
          "
MG ลพบุรี,Power: <br>Dealership: Dealership<br>Description: <br>Address: 99/9 หมู่ที่2 ตำบลนิคมสร้างตนเอง อำเภอเมืองลพบุรี จังหวัดลพบุรี 15000<br>Latitude: 14.769917<br>Longitude: 100.704861<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,99/9 หมู่ที่2 ตำบลนิคมสร้างตนเอง อำเภอเมืองลพบุรี จังหวัดลพบุรี 15000,14.769917,100.704861,MG,"
            100.704861,14.769917,0
          "
MG สุพรีม,Power: <br>Dealership: Dealership<br>Description: <br>Address: 1640 ถนนอ่อนนุช แขวงอ่อนนุช เขตสวนหลวง กรุงเทพมหานคร 10250<br>Latitude: 13.71056<br>Longitude: 100.63478<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,1640 ถนนอ่อนนุช แขวงอ่อนนุช เขตสวนหลวง กรุงเทพมหานคร 10250,13.71056,100.63478,MG,"
            100.63478,13.71056,0
          "
MG แสงอารี ออโต้ (สาขาหทัยราษฎร์),Power: <br>Dealership: Dealership<br>Description: <br>Address: เลขที่ 251 ถนนหทัยราษฎร์ แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร 10510<br>Latitude: 13.868622<br>Longitude: 100.722352<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,เลขที่ 251 ถนนหทัยราษฎร์ แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร 10510,13.868622,100.722352,MG,"
            100.722352,13.868622,0
          "
MG ทริปเปิ้ลเอ็มออโต้เซลส์,Power: <br>Dealership: Dealership<br>Description: <br>Address: 776/1 ถ.รัชดาภิเษก (ท่าพระ-ตากสิน) แขวงดาวคะนอง เขตธนบุรี กรุงเทพมหานคร 10600<br>Latitude: 13.70591<br>Longitude: 100.48288<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,776/1 ถ.รัชดาภิเษก (ท่าพระ-ตากสิน) แขวงดาวคะนอง เขตธนบุรี กรุงเทพมหานคร 10600,13.70591,100.48288,MG,"
            100.48288,13.70591,0
          "
MG อาร์เฮงวัฒนา,Power: <br>Dealership: Dealership<br>Description: <br>Address: 89/1 หมู่ที่12 ถนนมิตรภาพ ตำบลในเมือง อำเภอเมือง จังหวัดขอนแก่น 40000<br>Latitude: 16.3942092962111<br>Longitude: 102.812523538486<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,89/1 หมู่ที่12 ถนนมิตรภาพ ตำบลในเมือง อำเภอเมือง จังหวัดขอนแก่น 40000,16.3942092962111,102.812523538486,MG,"
            102.812523538486,16.3942092962111,0
          "
MG ลักซูรี่ นครศรีธรรมราช สำนักงานใหญ่ (พระพรหม),Power: <br>Dealership: Dealership<br>Description: <br>Address: 174 หมู่13 ตำบลช้างซ้าย อำเภอพระพรหม จังหวัดนครศรีธรรมราช 80000<br>Latitude: 8.3705776<br>Longitude: 99.948794<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,174 หมู่13 ตำบลช้างซ้าย อำเภอพระพรหม จังหวัดนครศรีธรรมราช 80000,8.3705776,99.948794,MG,"
            99.948794,8.3705776,0
          "
MG พิจิตรเพชร สกลนคร,Power: <br>Dealership: Dealership<br>Description: <br>Address: 343 ถนนสกลนคร-กาฬสินธุ์ ตำบลธาตุเชิงชุม อำเภอเมือง จังหวัดสกลนคร 47000<br>Latitude: 17.1468055<br>Longitude: 104.1276321<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,343 ถนนสกลนคร-กาฬสินธุ์ ตำบลธาตุเชิงชุม อำเภอเมือง จังหวัดสกลนคร 47000,17.1468055,104.1276321,MG,"
            104.1276321,17.1468055,0
          "
MG นครราชสีมา,Power: <br>Dealership: Dealership<br>Description: <br>Address: 2300 ถนนมิตรภาพ ตำบลในเมือง อำเภอเมือง จังหวัดนครราชสีมา 30000<br>Latitude: 14.960703<br>Longitude: 102.0597629<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,2300 ถนนมิตรภาพ ตำบลในเมือง อำเภอเมือง จังหวัดนครราชสีมา 30000,14.960703,102.0597629,MG,"
            102.0597629,14.960703,0
          "
MG ดุสิต ออโต้โมบิล,Power: <br>Dealership: Dealership<br>Description: <br>Address: 56/6 ถนนศรีพังงา ตำบลกระบี่ใหญ่ อำเภอเมืองกระบี่ จังหวัดกระบี่ 81000<br>Latitude: 8.102991<br>Longitude: 98.891534<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,56/6 ถนนศรีพังงา ตำบลกระบี่ใหญ่ อำเภอเมืองกระบี่ จังหวัดกระบี่ 81000,8.102991,98.891534,MG,"
            98.891534,8.102991,0
          "
MG ร่วมใจเมืองเลย (สาขาด่านซ้าย),Power: <br>Dealership: Dealership<br>Description: <br>Address: 698 หมู่ 3 ตำบลด่านซ้าย อำเภอด่านซ้าย จังหวัดเลย 42120<br>Latitude: 17.27468<br>Longitude: 101.15544<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,698 หมู่ 3 ตำบลด่านซ้าย อำเภอด่านซ้าย จังหวัดเลย 42120,17.27468,101.15544,MG,"
            101.15544,17.27468,0
          "
MG ปราจีนบุรี ออโต้เซลส์,Power: <br>Dealership: Dealership<br>Description: <br>Address: 88 หมู่ที่9 ถนนสุวินทวงศ์ ตำบลบ้านพระ อำเภอเมือง จังหวัดปราจีนบุรี 25230<br>Latitude: 14.08147269<br>Longitude: 101.3512035<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,88 หมู่ที่9 ถนนสุวินทวงศ์ ตำบลบ้านพระ อำเภอเมือง จังหวัดปราจีนบุรี 25230,14.08147269,101.3512035,MG,"
            101.3512035,14.08147269,0
          "
ปฐพีทองโคราช (หัวทะเล),Power: <br>Dealership: Non-dealership<br>Description: <br>Address: 1814 หมู่ 1 ตำบลหัวทะเล อำเภอเมืองนครราชสีมา จังหวัดนครราชสีมา 30000<br>Latitude: 14.956455<br>Longitude: 102.123717<br>Provider: MG,#icon-1899-DB4436-labelson,,Non-dealership,,1814 หมู่ 1 ตำบลหัวทะเล อำเภอเมืองนครราชสีมา จังหวัดนครราชสีมา 30000,14.956455,102.123717,MG,"
            102.123717,14.956455,0
          "
MG ปฐพีทองออโต้ (ในเมือง),"Power: <br>Dealership: Dealership<br>Description: <br>Address: 1196, 1198, 1200 ถนนมิตรภาพ ตำบลในเมือง อำเภอเมืองนครราชสีมา จังหวัดนครราชสีมา 30000<br>Latitude: 14.97961256<br>Longitude: 102.081917<br>Provider: MG",#icon-1899-DB4436-labelson,,Dealership,,"1196, 1198, 1200 ถนนมิตรภาพ ตำบลในเมือง อำเภอเมืองนครราชสีมา จังหวัดนครราชสีมา 30000",14.97961256,102.081917,MG,"
            102.081917,14.97961256,0
          "
MG พรนุภาพ,Power: <br>Dealership: Dealership<br>Description: <br>Address: 66/9 หมู่ 3 ถนนเพชรเกษม ตำบลบ้านหม้อ อำเภอเมือง จังหวัดเพชรบุรี 76000<br>Latitude: 13.091128<br>Longitude: 99.940602<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,66/9 หมู่ 3 ถนนเพชรเกษม ตำบลบ้านหม้อ อำเภอเมือง จังหวัดเพชรบุรี 76000,13.091128,99.940602,MG,"
            99.940602,13.091128,0
          "
MG ประจวบคีรีขันธ์ บาย พร้อมพงศ์,Power: <br>Dealership: Dealership<br>Description: <br>Address: 17/12 ถนนประจวบคีรีขันธ์ ตำบลประจวบคีรีขันธ์ อำเภอเมืองประจวบคีรีขันธ์ จังหวัดประจวบคีรีขันธ์ 77000<br>Latitude: 11.8088703<br>Longitude: 99.77827572<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,17/12 ถนนประจวบคีรีขันธ์ ตำบลประจวบคีรีขันธ์ อำเภอเมืองประจวบคีรีขันธ์ จังหวัดประจวบคีรีขันธ์ 77000,11.8088703,99.77827572,MG,"
            99.77827572,11.8088703,0
          "
"WHA ESIE, Plaza 1",Power: <br>Dealership: Non-dealership<br>Description: <br>Address: 24/1 หมู่ที่ 4 ตำบลปลวกแดง อำเภอปลวกแดง จังหวัดระยอง 21140<br>Latitude: 13.01531043<br>Longitude: 101.1515885<br>Provider: MG,#icon-1899-DB4436-labelson,,Non-dealership,,24/1 หมู่ที่ 4 ตำบลปลวกแดง อำเภอปลวกแดง จังหวัดระยอง 21140,13.01531043,101.1515885,MG,"
            101.1515885,13.01531043,0
          "
"WHA ESIE, Plaza 2",Power: <br>Dealership: Non-dealership<br>Description: <br>Address: 300/7 หมู่ที่ 1 ตำบลตาสิทธิ์ อำเภอปลวกแดง จังหวัดระยอง 21140<br>Latitude: 13.00664656<br>Longitude: 101.2027063<br>Provider: MG,#icon-1899-DB4436-labelson,,Non-dealership,,300/7 หมู่ที่ 1 ตำบลตาสิทธิ์ อำเภอปลวกแดง จังหวัดระยอง 21140,13.00664656,101.2027063,MG,"
            101.2027063,13.00664656,0
          "
"WHA ESIE1, Plaza 3",Power: <br>Dealership: Non-dealership<br>Description: <br>Address: 121 หมู่ที่ 3 ตำบลตาสิทธิ์ อำเภอปลวกแดง จังหวัดระยอง 21140<br>Latitude: 13.06903171<br>Longitude: 101.1849465<br>Provider: MG,#icon-1899-DB4436-labelson,,Non-dealership,,121 หมู่ที่ 3 ตำบลตาสิทธิ์ อำเภอปลวกแดง จังหวัดระยอง 21140,13.06903171,101.1849465,MG,"
            101.1849465,13.06903171,0
          "
"WHA ESIE2, WHA City Park",Power: <br>Dealership: Non-dealership<br>Description: <br>Address: 475/5 หมู่ที่ 7 ตำบลคลองกิ่ว อำเภอบ้านบึง จังหวัดชลบุรี 20220<br>Latitude: 13.13131344<br>Longitude: 101.1649<br>Provider: MG,#icon-1899-DB4436-labelson,,Non-dealership,,475/5 หมู่ที่ 7 ตำบลคลองกิ่ว อำเภอบ้านบึง จังหวัดชลบุรี 20220,13.13131344,101.1649,MG,"
            101.1649,13.13131344,0
          "
"WHA SIL, Office","Power: <br>Dealership: Non-dealership<br>Description: <br>Address: 111 หมู่ 7, ถนนหนองปลากระดี่ อำเภอหนองแค จังหวัดสระบุรี 18140<br>Latitude: 14.36891414<br>Longitude: 100.8419205<br>Provider: MG",#icon-1899-DB4436-labelson,,Non-dealership,,"111 หมู่ 7, ถนนหนองปลากระดี่ อำเภอหนองแค จังหวัดสระบุรี 18140",14.36891414,100.8419205,MG,"
            100.8419205,14.36891414,0
          "
บางจาก คู่ขนานเอกมัย – รามอินทรา,Power: 50 kW<br>Dealership: Non-dealership<br>Description: <br>Address: 569 ถนนประดิษฐ์มนูธรรม แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230<br>Latitude: 13.83518<br>Longitude: 100.63125<br>Provider: MG,#icon-1899-DB4436-labelson,50 kW,Non-dealership,,569 ถนนประดิษฐ์มนูธรรม แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230,13.83518,100.63125,MG,"
            100.63125,13.83518,0
          "
บางจาก กาญจนาภิเษก,Power: <br>Dealership: Non-dealership<br>Description: <br>Address: 95/3 ถนนกาญจนาภิเษก แขวงบางบอน เขตบางบอน กรุงเทพมหานคร 10150<br>Latitude: 13.6709300<br>Longitude: 100.4051600<br>Provider: MG,#icon-1899-DB4436-labelson,,Non-dealership,,95/3 ถนนกาญจนาภิเษก แขวงบางบอน เขตบางบอน กรุงเทพมหานคร 10150,13.6709300,100.4051600,MG,"
            100.40516,13.67093,0
          "
บางจาก บรมราชชนนี กม. 10 ขาเข้า,Power: 50 kW<br>Dealership: Non-dealership<br>Description: <br>Address: 474 ถนนบรมราชชนนี แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170<br>Latitude: 13.787376<br>Longitude: 100.371300<br>Provider: MG,#icon-1899-DB4436-labelson,50 kW,Non-dealership,,474 ถนนบรมราชชนนี แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170,13.787376,100.371300,MG,"
            100.3713,13.787376,0
          "
บางจาก ก้าวไกลแก๊ส,Power: <br>Dealership: Non-dealership<br>Description: <br>Address: 698/1 ถนนพระรามที่ 2 แขวงแสมดำ เขตบางขุนเทียน จังหวัดกรุงเทพมหานคร 10150<br>Latitude: 13.619159<br>Longitude: 100.385863<br>Provider: MG,#icon-1899-DB4436-labelson,,Non-dealership,,698/1 ถนนพระรามที่ 2 แขวงแสมดำ เขตบางขุนเทียน จังหวัดกรุงเทพมหานคร 10150,13.619159,100.385863,MG,"
            100.385863,13.619159,0
          "
บางจาก พัฒนาการ 27,Power: <br>Dealership: Non-dealership<br>Description: <br>Address: 1348 ถนนพัฒนาการ แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250<br>Latitude: 13.736749<br>Longitude: 100.617914<br>Provider: MG,#icon-1899-DB4436-labelson,,Non-dealership,,1348 ถนนพัฒนาการ แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250,13.736749,100.617914,MG,"
            100.617914,13.736749,0
          "
บางจาก รามคำแหง 164,Power: <br>Dealership: Non-dealership<br>Description: <br>Address: 8/4 ถนนรามคำแหง แขวงมีนบุรี เขตมีนบุรี จังหวัดกรุงเทพมหานคร 10510<br>Latitude: 13.796889<br>Longitude: 100.710495<br>Provider: MG,#icon-1899-DB4436-labelson,,Non-dealership,,8/4 ถนนรามคำแหง แขวงมีนบุรี เขตมีนบุรี จังหวัดกรุงเทพมหานคร 10510,13.796889,100.710495,MG,"
            100.710495,13.796889,0
          "
บางจาก ร่มเกล้า,Power: <br>Dealership: Non-dealership<br>Description: <br>Address: 179/9 ถนนร่มเกล้า แขวงคลองสามประเวศ เขตลาดกระบัง กรุงเทพมหานคร 10520<br>Latitude: 13.745626<br>Longitude: 100.746935<br>Provider: MG,#icon-1899-DB4436-labelson,,Non-dealership,,179/9 ถนนร่มเกล้า แขวงคลองสามประเวศ เขตลาดกระบัง กรุงเทพมหานคร 10520,13.745626,100.746935,MG,"
            100.746935,13.745626,0
          "
บางจาก ราชพฤกษ์ 2,Power: <br>Dealership: Non-dealership<br>Description: <br>Address: 54/11 หมู่ 2 ถนนราชพฤกษ์ ตำบลบางพลับ อำเภอปากเกร็ด จังหวัดนนทบุรี 11120<br>Latitude: 13.9151<br>Longitude: 100.45145<br>Provider: MG,#icon-1899-DB4436-labelson,,Non-dealership,,54/11 หมู่ 2 ถนนราชพฤกษ์ ตำบลบางพลับ อำเภอปากเกร็ด จังหวัดนนทบุรี 11120,13.9151,100.45145,MG,"
            100.45145,13.9151,0
          "
บางจาก บางนา – ตราด กม.16,Power: <br>Dealership: Non-dealership<br>Description: <br>Address: 4/43 หมู่ที่ 1 ตำบลบางโฉลง อำเภอบางพลี จังหวัดสมุทรปราการ 10540<br>Latitude: 13.617978<br>Longitude: 100.745479<br>Provider: MG,#icon-1899-DB4436-labelson,,Non-dealership,,4/43 หมู่ที่ 1 ตำบลบางโฉลง อำเภอบางพลี จังหวัดสมุทรปราการ 10540,13.617978,100.745479,MG,"
            100.745479,13.617978,0
          "
บางจาก เสรีไทย,Power: <br>Dealership: Non-dealership<br>Description: <br>Address: 131 ถนนเสรีไทย แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10230<br>Latitude: 13.776675<br>Longitude: 100.660484<br>Provider: MG,#icon-1899-DB4436-labelson,,Non-dealership,,131 ถนนเสรีไทย แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10230,13.776675,100.660484,MG,"
            100.660484,13.776675,0
          "
บางจาก สตรีวิทย์ 2,Power: 50 kW<br>Dealership: Non-dealership<br>Description: <br>Address: 392/1 ถนนสุคนธสวัสดิ์ แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230<br>Latitude: 13.825431<br>Longitude: 100.619851<br>Provider: MG,#icon-1899-DB4436-labelson,50 kW,Non-dealership,,392/1 ถนนสุคนธสวัสดิ์ แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230,13.825431,100.619851,MG,"
            100.619851,13.825431,0
          "
บางจาก ศรีนครินทร์,Power: <br>Dealership: Non-dealership<br>Description: <br>Address: 887 หมู่ที่ 5 ตำบลสำโรงเหนือ อำเภอเมืองสมุทรปราการ จังหวัดสมุทรปราการ 10270<br>Latitude: 13.650875<br>Longitude: 100.640145<br>Provider: MG,#icon-1899-DB4436-labelson,,Non-dealership,,887 หมู่ที่ 5 ตำบลสำโรงเหนือ อำเภอเมืองสมุทรปราการ จังหวัดสมุทรปราการ 10270,13.650875,100.640145,MG,"
            100.640145,13.650875,0
          "
MG แอ๊นท์ (2019),Power: 50 kW<br>Dealership: Dealership<br>Description: <br>Address: 99/99 หมู่ 13 ถนนกาญจนาภิเษก ตำบลบางบัวทอง อำเภอบางบัวทอง จังหวัดนนทบุรี 11110<br>Latitude: 13.932022<br>Longitude: 100.414721<br>Provider: MG,#icon-1899-DB4436-labelson,50 kW,Dealership,,99/99 หมู่ 13 ถนนกาญจนาภิเษก ตำบลบางบัวทอง อำเภอบางบัวทอง จังหวัดนนทบุรี 11110,13.932022,100.414721,MG,"
            100.414721,13.932022,0
          "
MG รุ่งเจริญ (สาขานวมินทร์),Power: <br>Dealership: Dealership<br>Description: <br>Address: 24/99 ถนนนวมินทร์ แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240<br>Latitude: 13.819602159594<br>Longitude: 100.654705377193<br>Provider: MG,#icon-1899-DB4436-labelson,,Dealership,,24/99 ถนนนวมินทร์ แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240,13.819602159594,100.654705377193,MG,"
            100.654705377193,13.819602159594,0
          "
